count, gb id, description, protein id, length
1369, CP034481.1, Rahnella aquatilis, AZP41871.1, 463
1371, CP034483.1, Rahnella aquatilis, AZP50688.1, 463
1373, CP032296.1, Rahnella aquatilis, AYA06632.1, 463
1375, CP003358.1, Mesorhizobium australicum WSM2073, AGB47338.1, 408
1377, CP003677.1, Pseudomonas stutzeri CCUG 29243, AFM31730.1, 407
1378, CP003558.1, Synechococcus sp. PCC 6312, AFY62266.1, 450
1379, CP003558.1, Synechococcus sp. PCC 6312, AFY62540.1, 426
1380, CP003558.1, Synechococcus sp. PCC 6312, AFY61429.1, 335
1381, CP007032.1, Desulfitobacterium metallireducens DSM 15288, AHF08077.1, 463
1383, FP565176.1, Xanthomonas albilineans GPE PC73, CBA17186.1, 414
1389, CP026004.1, Stenotrophomonas sp. ESTM1D_MKCIP4_1, AWH52176.1, 446
1391, CP019636.1, Nostocales cyanobacterium HT-58-2, ARV61256.1, 431
1392, CP019636.1, Nostocales cyanobacterium HT-58-2, ARV58415.1, 430
1393, CP019636.1, Nostocales cyanobacterium HT-58-2, ARV60054.1, 425
1394, AP012029.1, Anaerolinea thermophila UNI-1, BAJ64954.1, 427
1395, AP012029.1, Anaerolinea thermophila UNI-1, BAJ62665.1, 418
1396, AP012029.1, Anaerolinea thermophila UNI-1, BAJ64046.1, 418
1397, AP012029.1, Anaerolinea thermophila UNI-1, BAJ64647.1, 417
1433, MH449684.1, Aeromonas hydrophila, AXL05108.1, 461
1434, CP028418.1, Aeromonas hydrophila, AZU48796.1, 461
1435, AP019193.1, Aeromonas hydrophila, BBG84311.1, 461
1438, CP031225.1, Pseudomonas amygdali pv. lachrymans str. M301315, AXH57826.1, 449
1440, CP026050.1, Serratia marcescens, AUU08826.1, 445
1441, CP019682.1, Campylobacter sputorum bv. sputorum RM3237, ASM35806.1, 407
1442, CP002986.1, Stenotrophomonas maltophilia JV3, AEM49847.1, 430
1443, CP001968.1, Denitrovibrio acetiphilus DSM 12809, ADD69437.1, 409
1444, CP015381.1, Desulfococcus multivorans, AOY57519.1, 465
1448, CP034657.1, Xanthomonas vasicola, AZR36150.1, 418
1449, CP011914.1, Eubacterium limosum, ALU13498.1, 429
1450, LR133964.1, Klebsiella pneumoniae, VDY59476.1, 442
1452, CP034649.1, Xanthomonas vasicola, AZR24036.1, 418
1453, LR134324.1, Stenotrophomonas maltophilia, VEF37120.1, 430
1467, CP010557.1, Raoultella ornithinolytica, AJF74041.1, 442
1468, CP034653.1, Xanthomonas campestris pv. arecae, AZR25569.1, 418
1469, CP025998.1, Stenotrophomonas sp. YAU14A_MKIMI4_1, AWH27952.1, 452
1470, CP010811.1, Vibrio cholerae, AKB03494.1, 412
1474, CP002736.1, Desulfotomaculum nigrificans CO-1-SRB, AEF95429.1, 440
1475, CR555306.1, Aromatoleum aromaticum EbN1, CAI06992.1, 483
1476, CP028127.1, Xanthomonas vasicola pv. vasculorum, AVQ08283.1, 418
1477, CP025272.1, Xanthomonas vasicola pv. vasculorum, AZM72481.1, 418
1478, CP031413.1, Lysobacter sp. TY2-98, AXK70887.1, 452
1479, CP002109.1, [Clostridium] saccharolyticum WM1, ADL06323.1, 448
1481, LR134493.1, Serratia rubidaea, VEI72517.1, 455
1483, CP000644.1, Aeromonas salmonicida subsp. salmonicida A449, ABO89538.1, 438
1484, CP022181.1, Aeromonas salmonicida, ASI28301.1, 438
1485, CP022175.1, Aeromonas salmonicida, ASI23983.1, 438
1486, CP022186.1, Aeromonas salmonicida, ASI32432.1, 438
1487, CP027000.1, Aeromonas salmonicida subsp. salmonicida 01-B526, AYO62636.1, 438
1519, CP000076.1, Pseudomonas protegens Pf-5, AAY94702.1, 455
1520, CP000076.1, Pseudomonas protegens Pf-5, AAY91317.1, 424
1521, CP022097.2, Pseudomonas protegens, ASE21147.1, 455
1522, CP022097.2, Pseudomonas protegens, ASE24426.1, 424
1527, LT630003.1, [Clostridium] sphenoides JCM 1415, SET96250.1, 448
1529, CP034448.1, Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1, AZO31547.1, 411
1530, CP034448.1, Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1, AZO32319.1, 499
1531, CP011305.1, Stenotrophomonas maltophilia, ALA85196.1, 451
1532, CP011306.1, Stenotrophomonas maltophilia, ALA89152.1, 451
1533, CP011966.3, Clostridium beijerinckii NRRL B-598, ALB44144.1, 419
1534, CP001720.1, Desulfofarcimen acetoxidans DSM 771, ACV64804.1, 468
1536, CP002869.1, Paenibacillus mucilaginosus KNP414, AEI39233.1, 468
1537, CP030874.1, Raoultella sp. X13, AXC29506.1, 442
1538, CP000151.1, Burkholderia lata, ABB07575.1, 435
1542, CP024314.1, Rhizobium sp. NXC24, AVA25737.1, 441
1544, CP003190.1, Pseudomonas protegens CHA0, AGL83755.1, 447
1545, CP003190.1, Pseudomonas protegens CHA0, AGL83861.1, 424
1546, CP013184.1, Pseudomonas protegens, AQT08756.1, 447
1547, CP013184.1, Pseudomonas protegens, AQT08828.1, 424
1548, AP014522.1, Pseudomonas protegens Cab57, BAO61334.1, 447
1549, AP014522.1, Pseudomonas protegens Cab57, BAO61402.1, 424
1550, AP018254.1, Calothrix sp. NIES-3974, BAZ07213.1, 447
1551, AP018254.1, Calothrix sp. NIES-3974, BAZ03592.1, 421
1552, AP018254.1, Calothrix sp. NIES-3974, BAZ03872.1, 433
1553, AP018254.1, Calothrix sp. NIES-3974, BAZ07051.1, 435
1554, CP009343.1, Francisella philomiragia, AJI46691.1, 445
1556, CP009436.1, Francisella philomiragia, AJI50075.1, 445
1558, CP000937.1, Francisella philomiragia subsp. philomiragia ATCC 25017, ABZ87480.1, 445
1564, CP015286.1, Paenibacillus glucanolyticus, ANA79731.1, 437
1568, CP002580.1, Burkholderia plantarii, AJK44891.1, 464
1570, CP007746.1, Burkholderia cepacia ATCC 25416, AIO25475.1, 435
1572, CP023518.1, Burkholderia cepacia, ATF78228.1, 435
1574, CP022083.2, Burkholderia cepacia, ASE93595.1, 435
1576, CP012981.1, Burkholderia cepacia ATCC 25416, ALK17760.1, 435
1580, CP013430.1, Burkholderia multivorans, AOJ92175.1, 436
1581, CP021377.1, Oceanisphaera profunda, ART83921.1, 443
1582, CP013375.1, Burkholderia cepacia, AOI81708.1, 435
1584, CP003549.1, Rivularia sp. PCC 7116, AFY58270.1, 434
1585, CP003549.1, Rivularia sp. PCC 7116, AFY58278.1, 432
1586, CP003549.1, Rivularia sp. PCC 7116, AFY59008.1, 409
1587, CP003549.1, Rivularia sp. PCC 7116, AFY56183.1, 430
1588, AP018290.1, Calothrix sp. NIES-4105, BAZ56061.1, 444
1589, AP018290.1, Calothrix sp. NIES-4105, BAZ56068.1, 429
1590, AP018290.1, Calothrix sp. NIES-4105, BAZ56379.1, 443
1591, AP018290.1, Calothrix sp. NIES-4105, BAZ63563.1, 431
1592, AP018290.1, Calothrix sp. NIES-4105, BAZ56271.1, 432
1593, AP018290.1, Calothrix sp. NIES-4105, BAZ58778.1, 421
1595, AP018255.1, Calothrix sp. NIES-4071, BAZ09914.1, 444
1596, AP018255.1, Calothrix sp. NIES-4071, BAZ09921.1, 429
1597, AP018255.1, Calothrix sp. NIES-4071, BAZ10232.1, 443
1598, AP018255.1, Calothrix sp. NIES-4071, BAZ17418.1, 431
1599, AP018255.1, Calothrix sp. NIES-4071, BAZ10124.1, 432
1600, AP018255.1, Calothrix sp. NIES-4071, BAZ12633.1, 421
1603, CP023877.1, Raoultella planticola, ATM18154.1, 442
1604, CP023874.1, Raoultella planticola, ATM04640.1, 442
1605, CP031396.1, Pseudomonas protegens, AXK56666.1, 424
1606, CP015399.2, Lachnoclostridium sp. YL32, ANU46568.1, 498
1608, AP018280.1, Calothrix sp. NIES-4101, BAZ41265.1, 475
1609, AP018280.1, Calothrix sp. NIES-4101, BAZ42341.1, 421
1610, AP018280.1, Calothrix sp. NIES-4101, BAZ38299.1, 430
1614, CP014578.1, Burkholderia sp. OLGA172, ANB71470.1, 460
1618, CP006852.1, Pseudomonas sp. TKP, AHC35864.1, 418
1619, CP007810.1, Xanthomonas oryzae pv. oryzicola, AKK65276.1, 454
1620, CP011957.1, Xanthomonas oryzae pv. oryzicola, AKN99727.1, 454
1623, CP036256.1, Xanthomonas oryzae, QBH02712.1, 448
1624, CP036253.1, Xanthomonas oryzae, QBG90905.1, 448
1625, CP036254.1, Xanthomonas oryzae, QBG94861.1, 448
1626, AP018233.1, Fremyella diplosiphon NIES-3275, BAY93862.1, 433
1627, AP018233.1, Fremyella diplosiphon NIES-3275, BAY92022.1, 444
1628, AP018233.1, Fremyella diplosiphon NIES-3275, BAY94726.1, 425
1629, AP018233.1, Fremyella diplosiphon NIES-3275, BAY88789.1, 419
1630, AP018233.1, Fremyella diplosiphon NIES-3275, BAY92051.1, 426
1631, CP011960.1, Xanthomonas oryzae pv. oryzicola, AKO13505.1, 454
1632, CP011958.1, Xanthomonas oryzae pv. oryzicola, AKO03468.1, 454
1633, CP011959.1, Xanthomonas oryzae pv. oryzicola, AKO07358.1, 454
1634, CP007221.1, Xanthomonas oryzae pv. oryzicola, AJQ86422.1, 454
1635, HG916765.1, Castellaniella defragrans 65Phen, CDM22492.1, 447
1637, CP002279.1, Mesorhizobium opportunistum WSM2075, AEH87084.1, 408
1643, CP020882.1, Xanthomonas citri pv. citri, ARR16261.1, 454
1644, CP020889.1, Xanthomonas citri pv. citri, ARR21506.1, 454
1645, CP020885.1, Xanthomonas citri pv. citri, ARR13570.1, 454
1647, FP929062.1, butyrate-producing bacterium SS3/4, CBL41638.1, 438
1648, CP011077.1, Klebsiella michiganensis, AJZ90163.1, 405
1652, CP003380.1, Methylophaga frappieri, AFJ03430.1, 409
1655, AP018307.1, Aulosira laxa NIES-50, BAZ73151.1, 433
1656, AP018307.1, Aulosira laxa NIES-50, BAZ74226.1, 424
1657, AP018307.1, Aulosira laxa NIES-50, BAZ73918.1, 430
1658, AP018307.1, Aulosira laxa NIES-50, BAZ71901.1, 429
1659, AP018307.1, Aulosira laxa NIES-50, BAZ71870.1, 419
1660, AP018248.1, Tolypothrix tenuis PCC 7101, BAY96342.1, 433
1661, AP018248.1, Tolypothrix tenuis PCC 7101, BAZ01849.1, 424
1662, AP018248.1, Tolypothrix tenuis PCC 7101, BAZ02161.1, 430
1663, AP018248.1, Tolypothrix tenuis PCC 7101, BAY97591.1, 429
1664, AP018248.1, Tolypothrix tenuis PCC 7101, BAY97622.1, 419
1667, FP565575.1, Candidatus Methylomirabilis oxyfera, CBE67350.1, 422
1669, CP011961.1, Xanthomonas oryzae pv. oryzicola, AKO17247.1, 454
1670, CP011956.1, Xanthomonas oryzae pv. oryzicola, AKN98279.1, 454
1671, CP011955.1, Xanthomonas oryzae pv. oryzicola, AKN94556.1, 454
1672, CP003154.1, Thiocystis violascens DSM 198, AFL74597.1, 455
1673, CP003154.1, Thiocystis violascens DSM 198, AFL75862.1, 418
1674, CP003154.1, Thiocystis violascens DSM 198, AFL72201.1, 407
1675, CP003057.2, Xanthomonas oryzae pv. oryzicola BLS256, AEQ97958.1, 454
1676, CP011962.1, Xanthomonas oryzae pv. oryzicola, AKO21071.1, 454
1678, AP019400.1, Cohnella sp. HS21, BBI35681.1, 419
1679, AP019400.1, Cohnella sp. HS21, BBI36179.1, 433
1682, CP018919.1, Serratia marcescens, ASL92056.1, 441
1684, CP003360.1, Desulfomonile tiedjei DSM 6799, AFM26291.1, 432
1689, CP023271.1, Stenotrophomonas sp. MYb57, AVJ31756.1, 464
1690, CP034455.1, Mesorhizobium sp. M1A.F.Ca.IN.022.06.1.1, AZO59049.1, 411
1693, CP002217.1, Burkholderia sp. CCGE1003, ADN56742.1, 455
1694, CP020369.1, Pseudomonas tolaasii, ARB27929.1, 443
1696, LT174600.1, Klebsiella pneumoniae, CZQ25285.1, 440
1699, CP010163.1, Escherichia coli, APK54671.1, 440
1700, CP034589.1, Escherichia coli, AZQ80639.1, 440
1701, CP034734.1, Escherichia coli, AZU80476.1, 440
1702, CP034678.1, Klebsiella quasipneumoniae, AZR62469.1, 440
1708, LR134196.1, Klebsiella pneumoniae, VEB72089.1, 440
1709, CP034136.1, Klebsiella quasipneumoniae subsp. similipneumoniae, AZJ27202.1, 440
1710, CP034129.1, Klebsiella quasipneumoniae, AZJ04202.1, 440
1711, AP014836.1, Candidatus Nitrosoglobus terrae, BAW80177.1, 416
1712, AP014836.1, Candidatus Nitrosoglobus terrae, BAW79537.1, 397
1714, CP019091.1, Xanthomonas oryzae pv. oryzae, AUJ13820.1, 410
1715, CP009279.1, Paenibacillus sp. FSL H7-0737, AIQ26310.1, 408
1719, CP008760.1, Paraburkholderia xenovorans LB400, AIP30660.1, 448
1720, CP000270.1, Paraburkholderia xenovorans LB400, ABE29200.1, 448
1721, CP000158.1, Hyphomonas neptunium ATCC 15444, ABI77736.1, 417
1723, CP007203.2, Nodularia spumigena CCY9414, AHJ28663.1, 429
1725, CP013384.1, Burkholderia sp. LA-2-3-30-S1-D2, AOI98764.1, 437
1728, CP024784.1, Enterobacteriaceae bacterium S05, AWB64419.1, 440
1733, CP009284.1, Paenibacillus sp. FSL R7-0331, AIQ55097.1, 427
1735, FP236843.1, Erwinia billingiae Eb661, CAX60454.1, 444
1739, CP018089.1, Xanthomonas oryzae pv. oryzae, AZK86407.1, 410
1740, CP036255.1, Xanthomonas oryzae, QBH02097.1, 372
1742, CP020600.1, Burkholderia cenocepacia, ARF88918.1, 411
1743, CP020599.1, Burkholderia cenocepacia, ARF86335.1, 411
1745, CP013450.1, Burkholderia cenocepacia, AOK33506.1, 437
1747, AM747720.1, Burkholderia cenocepacia J2315, CAR53453.1, 437
1750, AP018222.1, Nostoc linckia NIES-25, BAY77162.1, 463
1751, AP018222.1, Nostoc linckia NIES-25, BAY74481.1, 425
1752, CP022464.2, [Clostridium] bolteae, ASN98700.1, 498
1753, CP022464.2, [Clostridium] bolteae, ASN97924.1, 401
1754, MH449673.1, Aeromonas hydrophila, AXL04785.1, 413
1755, CP024930.1, Aeromonas veronii, ATY78206.1, 413
1756, CP003590.1, Pleurocapsa sp. PCC 7327, AFY75527.1, 467
1757, CP003590.1, Pleurocapsa sp. PCC 7327, AFY78754.1, 428
1758, CP003590.1, Pleurocapsa sp. PCC 7327, AFY77444.1, 406
1759, LT629736.1, Pseudomonas xinjiangensis, SDS00422.1, 442
1761, LT629735.1, Opitutus sp. GAS368, SDS63704.1, 412
1762, CP026365.1, Bacillus thermocopriae, QAV25726.1, 399
1763, CP011456.1, Anabaena sp. WA102, ALB42053.1, 457
1767, CP013424.1, Burkholderia sp. MSMB0852, AOJ80025.1, 450
1770, CP000390.1, Chelativorans sp. BNC1, ABG65062.1, 429
1773, CP013457.1, Burkholderia sp. MSMB617WGS, AOK46254.1, 450
1776, CP013404.1, Burkholderia lata, AOJ37192.1, 437
1778, AP018194.1, Scytonema sp. HK-05, BAY42652.1, 447
1779, AP018194.1, Scytonema sp. HK-05, BAY48376.1, 437
1781, AP018194.1, Scytonema sp. HK-05, BAY46300.1, 424
1782, AP018194.1, Scytonema sp. HK-05, BAY46307.1, 426
1783, AP018194.1, Scytonema sp. HK-05, BAY47863.1, 425
1784, LR134301.1, Stenotrophomonas maltophilia, VEE53170.1, 464
1785, AM743169.1, Stenotrophomonas maltophilia K279a, CAQ44203.1, 464
1786, CP008838.1, Stenotrophomonas maltophilia, AIL08332.1, 464
1787, LT906480.1, Stenotrophomonas maltophilia, SNW05569.1, 464
1789, CP007067.1, Rhizobium leguminosarum bv. trifolii CB782, AHG44175.1, 447
1791, CP015130.1, Klebsiella pneumoniae, ANK46176.1, 453
1794, CP017599.1, Moorea producens PAL-8-15-08-1, AOX00343.1, 408
1795, CP017599.1, Moorea producens PAL-8-15-08-1, AOX04696.1, 425
1797, CP025473.1, Enterococcus mundtii, AZP92413.1, 406
1798, CP001053.1, Paraburkholderia phytofirmans PsJN, ACD18695.1, 456
1800, CP002775.1, Serratia sp. AS13, AEG27368.1, 440
1801, CP002773.1, Serratia plymuthica AS9, AEF44709.1, 440
1802, CP002774.1, Serratia sp. AS12, AEF49661.1, 440
1805, CP003592.1, Pseudanabaena sp. PCC 7367, AFY71827.1, 488
1807, CP016090.1, Clostridium beijerinckii, AQS07614.1, 419
1808, CP033900.1, Klebsiella pneumoniae, AZA40275.1, 453
1810, CP012192.1, Burkholderia sp. HB1, ALE53861.1, 457
1811, CP012192.1, Burkholderia sp. HB1, ALE53859.1, 483
1812, CP034429.1, Pseudomonas aeruginosa, AZP69212.1, 326
1815, CP020114.1, Nodularia spumigena UHCC 0039, AVZ31606.1, 429
1818, AP013036.1, Enterococcus mundtii QU 25, BAO06458.1, 406
1819, CP013730.1, Burkholderia cepacia JBK9, ALX12776.1, 437
1829, CP027705.1, Pseudomonas sp. CMR5c, AZC20987.1, 450
1831, CP009241.1, Paenibacillus sp. FSL H7-0357, AIQ20839.1, 407
1833, CP026124.1, Achromobacter sp. AONIH1, AUT45201.1, 436
1835, LT174598.1, Klebsiella pneumoniae, CZQ25267.1, 453
1836, CP023270.1, Achromobacter spanius, AVJ30636.1, 458
1841, CP012046.1, Achromobacter xylosoxidans, AKP92600.1, 453
1842, CP017433.1, Achromobacter ruhlandii, AOU96444.1, 453
1843, AP018227.1, Calothrix parasitica NIES-267, BAY81017.1, 446
1844, AP018227.1, Calothrix parasitica NIES-267, BAY81005.1, 431
1845, AP018227.1, Calothrix parasitica NIES-267, BAY87269.1, 430
1846, AP018227.1, Calothrix parasitica NIES-267, BAY83316.1, 441
1847, AP014950.1, Klebsiella pneumoniae, BAS34450.1, 453
1849, CP018061.1, Enterococcus mundtii, AUB52112.1, 406
1852, CP000528.1, Desulfovibrio vulgaris DP4, ABM30043.1, 478
1857, CP021780.1, Paenibacillus donghaensis, ASA24434.1, 403
1859, CP001390.1, Geobacter daltonii FRC-32, ACM19807.1, 443
1860, CP001390.1, Geobacter daltonii FRC-32, ACM21298.1, 397
1861, LS483371.1, Paucimonas lemoignei, SQG00711.1, 450
1862, LS483371.1, Paucimonas lemoignei, SQG00485.1, 412
1863, CP022930.1, Enterococcus durans, ASV95701.1, 406
1864, CP001798.1, Nitrosococcus halophilus Nc 4, ADE15671.1, 411
1865, CP001798.1, Nitrosococcus halophilus Nc 4, ADE16657.1, 409
1867, AP010904.1, Desulfovibrio magneticus RS-1, BAH76110.1, 459
1868, CP013358.1, Burkholderia oklahomensis C6786, AOI45108.1, 465
1871, CP009555.1, Burkholderia oklahomensis C6786, AJX30744.1, 465
1880, CP012366.1, Enterococcus durans, AKX86554.1, 406
1882, CP002735.1, Delftia sp. Cs1-4, AEF88039.1, 441
1883, CP013435.1, Burkholderia latens, AOK03715.1, 464
1884, CP022365.1, Azospirillum sp. TSH58, AWJ85517.1, 450
1886, CP016392.1, Aeromonas hydrophila, ANR99377.1, 470
1891, LT883155.1, Serratia grimesii, SMZ55952.1, 463
1892, CP022998.1, Rhizobium sp. 11515TR, ASW04844.1, 456
1894, CP016172.1, Bordetella flabilis, ANN79917.1, 444
1902, LR134297.1, Enterococcus hirae, VEE82801.1, 406
1903, CP003504.1, Enterococcus hirae ATCC 9790, AFM69028.1, 406
1904, CP023011.2, Enterococcus hirae, ASV82772.1, 406
1905, CP015516.1, Enterococcus hirae, AND71998.1, 406
1907, CP017708.1, Moorea producens JHB, AOY80920.1, 408
1908, CP017708.1, Moorea producens JHB, AOY84325.1, 425
1910, CP002205.1, Sulfurimonas autotrophica DSM 16294, ADN08329.1, 441
1912, CP023344.1, Verrucomicrobia bacterium, ATC63280.1, 410
1913, CP023344.1, Verrucomicrobia bacterium, ATC65709.1, 410
1914, CP002213.2, Paenibacillus polymyxa SC2, ADO58772.1, 407
1916, CP021885.1, Enterococcus faecium, AUJ66360.1, 406
1918, LR215968.1, Enterococcus faecium, VFA48926.1, 406
1919, CP027402.1, Enterococcus faecium, AVL44113.1, 406
1920, CP012522.1, Enterococcus faecium, ALF49167.1, 406
1921, CP035136.1, Enterococcus faecium, QAR73703.1, 406
1922, CP032308.1, Enterococcus faecium, AYA34879.1, 406
1923, CP033376.1, Enterococcus faecium, AYQ59846.1, 406
1925, CP025685.1, Enterococcus faecium, QAA20271.1, 406
1926, CP025077.1, Enterococcus faecium, AUC72316.1, 406
1927, CP004063.1, Enterococcus faecium ATCC 8459 = NRRL B-2354, AGE30017.1, 406
1929, CP030110.1, Enterococcus faecium, AWX48151.1, 406
1930, CP013009.1, Enterococcus faecium, ALL09703.1, 406
1931, CP006030.1, Enterococcus faecium T110, AII39539.1, 406
1932, CP035220.1, Enterococcus faecium, QAT23432.1, 406
1933, CP025022.1, Enterococcus faecium Com15, AZV36058.1, 406
1935, CP003583.1, Enterococcus faecium DO, AFK58527.1, 406
1938, CP033041.1, Enterococcus faecium, AYM73483.1, 406
1939, CP021849.1, Enterococcus faecium, ATU30709.1, 406
1940, CP023423.1, Enterococcus faecium, ATD77945.1, 406
1942, CP016163.1, Enterococcus faecium, AON61371.1, 406
1949, CP020484.1, Enterococcus faecium, AWV57893.1, 406
1951, CP020488.1, Enterococcus faecium, AWV60908.1, 406
1956, CP019988.1, Enterococcus faecium, AQY28005.1, 406
1963, CP012436.1, Enterococcus faecium, AOM18774.1, 406
1964, CP018065.1, Enterococcus faecium, APE40665.1, 406
1965, CP012447.1, Enterococcus faecium, AOM24708.1, 406
1966, CP018071.1, Enterococcus faecium, APJ06794.1, 406
1969, CP013994.1, Enterococcus faecium, ALZ52408.1, 406
1970, CP012465.1, Enterococcus faecium, AOM35546.1, 406
1971, CP019992.1, Enterococcus faecium, AQY33219.1, 406
1973, CP006620.1, Enterococcus faecium Aus0085, AGS74896.1, 406
1977, CP009287.1, Paenibacillus graminis, AIQ71282.1, 406
1979, CP014844.1, Cupriavidus nantongensis, AMR79246.1, 453
1981, AP014627.1, Pseudomonas sp. Os17, BAQ73698.1, 424
1983, CP003235.1, Paenibacillus mucilaginosus 3016, AFC27515.1, 408
1984, CP002086.1, Nitrosococcus watsonii C-113, ADJ28050.1, 416
1985, CP002086.1, Nitrosococcus watsonii C-113, ADJ27849.1, 396
1992, CP011281.1, Enterococcus faecium, ANB93393.1, 406
1993, CP018830.1, Enterococcus faecium, APV56627.1, 406
1994, CP018828.1, Enterococcus faecium, APV53834.1, 406
1995, CP025754.1, Enterococcus faecium, AUO60344.1, 406
1996, CP012454.1, Enterococcus faecium, AOM28902.1, 406
1997, CP012460.1, Enterococcus faecium, AOM31176.1, 406
1998, CP012440.1, Enterococcus faecium, AOM23116.1, 406
1999, CP023780.1, Enterococcus faecium, AUI15218.1, 406
2000, CP023799.1, Enterococcus faecium, AUI27057.1, 406
2001, CP023789.1, Enterococcus faecium, AUI21113.1, 406
2002, CP017797.1, Enterococcus faecium, ATU02703.1, 406
2003, CP017792.1, Enterococcus faecium, ATT99750.1, 406
2004, CP017787.1, Enterococcus faecium, ATW35712.1, 406
2005, CP023794.1, Enterococcus faecium, AUI24083.1, 406
2006, CP023784.1, Enterococcus faecium, AUI18142.1, 406
2007, CP012471.1, Enterococcus faecium, AOM37393.1, 406
2008, CP023804.1, Enterococcus faecium, AUI30033.1, 406
2009, CP023808.1, Enterococcus faecium, AUI32962.1, 406
2010, CP025389.1, Enterococcus faecium, AVJ42646.1, 406
2011, CP012430.1, Enterococcus faecium, AOM15410.1, 406
2013, LT629764.1, Paenibacillaceae bacterium GAS479, SDS94793.1, 406
2018, LR134337.1, Enterococcus faecium, VEF85682.1, 406
2025, CP004121.1, Clostridium saccharoperbutylacetonicum N1-4(HMT), AGF59170.1, 412
2027, CP003597.1, Chroococcidiopsis thermalis PCC 7203, AFY90617.1, 459
2028, CP003597.1, Chroococcidiopsis thermalis PCC 7203, AFY87860.1, 425
2029, CP003597.1, Chroococcidiopsis thermalis PCC 7203, AFY88603.1, 437
2030, CP003597.1, Chroococcidiopsis thermalis PCC 7203, AFY90011.1, 434
2031, CP003597.1, Chroococcidiopsis thermalis PCC 7203, AFY90204.1, 431
2033, CP003597.1, Chroococcidiopsis thermalis PCC 7203, AFY86805.1, 431
2034, CP003597.1, Chroococcidiopsis thermalis PCC 7203, AFY90002.1, 432
2035, LR134155.1, Serratia rubidaea, VEA72761.1, 369
2036, CP008762.1, Paraburkholderia xenovorans LB400, AIP36156.1, 472
2037, CP000271.1, Paraburkholderia xenovorans LB400, ABE35302.1, 472
2039, CP003610.1, Calothrix sp. PCC 6303, AFZ03536.1, 455
2040, CP003610.1, Calothrix sp. PCC 6303, AFZ02031.1, 425
2041, CP003610.1, Calothrix sp. PCC 6303, AFZ04325.1, 425
2042, CP022990.1, Paraburkholderia aromaticivorans, ASW01647.1, 456
2043, CP011828.1, Enterococcus faecium, AMP61608.1, 406
2049, CP036151.1, Enterococcus faecium, QBF48901.1, 406
2055, LN999987.1, Enterococcus faecium, CVH53123.1, 406
2056, CP025425.1, Enterococcus faecium, AUH47131.1, 406
2060, CP014449.1, Enterococcus faecium, AMQ96795.1, 406
2061, CP033206.1, Enterococcus faecium, AZQ17075.1, 406
2062, CP025392.1, Enterococcus faecium, AVJ44531.1, 406
2064, CP003351.1, Enterococcus faecium Aus0004, AFC63471.1, 406
2065, FR745875.1, Clostridium botulinum B str. Eklund 17B (NRP), CDH92151.1, 406
2067, CP000804.1, Roseiflexus castenholzii DSM 13941, ABU59692.1, 443
2069, CP001739.1, Sebaldella termitidis ATCC 33386, ACZ09262.1, 415
2073, CP013414.1, Burkholderia ubonensis, AOJ61824.1, 462
2075, CP000698.1, Geobacter uraniireducens Rf4, ABQ25870.1, 420
2077, CP009001.1, Xanthomonas citri pv. citri, AJZ01443.1, 409
2078, CP008989.1, Xanthomonas citri pv. citri, AJY83701.1, 409
2079, CP008992.1, Xanthomonas citri subsp. citri UI6, AJY88127.1, 409
2080, CP011827.2, Xanthomonas citri pv. citri, AKM27438.1, 392
2081, CP009013.1, Xanthomonas citri pv. citri, AJZ19187.1, 409
2082, CP009010.1, Xanthomonas citri pv. citri, AJZ14763.1, 409
2083, CP008998.1, Xanthomonas citri pv. citri, AJY97019.1, 409
2084, CP009004.1, Xanthomonas citri pv. citri, AJZ05871.1, 409
2085, CP023662.1, Xanthomonas citri pv. citri, AYL27617.1, 392
2086, CP009019.1, Xanthomonas citri pv. citri, AJZ28039.1, 409
2087, CP009016.1, Xanthomonas citri pv. citri, AJZ23615.1, 409
2088, CP023661.1, Xanthomonas citri pv. citri, AYL23186.1, 392
2089, CP018850.1, Xanthomonas citri pv. citri, APR15020.1, 392
2090, CP023285.1, Xanthomonas citri pv. citri, AUZ52485.1, 392
2094, CP018854.1, Xanthomonas citri pv. citri, APR22462.1, 392
2095, CP009022.1, Xanthomonas citri pv. citri, AJZ32480.1, 409
2096, CP006857.1, Xanthomonas citri subsp. citri A306, AJD70192.1, 409
2097, CP009007.1, Xanthomonas citri pv. citri, AJZ10312.1, 409
2098, CP009025.1, Xanthomonas citri pv. citri, AJZ36944.1, 409
2099, CP009028.1, Xanthomonas citri pv. citri, AJZ41411.1, 409
2101, CP008995.1, Xanthomonas citri pv. citri, AJY92572.1, 409
2104, CP023074.1, Enterococcus thailandicus, ASZ07946.1, 406
2105, CP023074.1, Enterococcus thailandicus, ASZ08170.1, 475
2107, CP029835.1, Azospirillum sp. M2T2B2, AWU97976.1, 473
2108, CP000090.1, Cupriavidus pinatubonensis JMP134, AAZ60099.1, 464
2109, CP006250.1, Serratia plymuthica 4Rx13, AGO54461.1, 439
2112, CP015600.1, Pseudomonas antarctica, ANF87597.1, 461
2113, LT991976.1, Cupriavidus taiwanensis, SPK71354.1, 431
2117, CP026193.1, Enterobacteriaceae bacterium ENNIH1, AUV04138.1, 446
2119, FQ311874.1, Azospirillum lipoferum 4B, CBS91605.1, 467
